name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount
NM_001142557	chr5	+	162820094	162851527	162820310	162850748	15
NM_012484	chr5	+	162820094	162851527	162820276	162850748	18
NM_012485	chr5	+	162820094	162851527	162820276	162850748	17
NM_182796	chr5	+	162862808	162878906	162862978	162877947	7
NM_013283	chr5	+	162865162	162878906	162865270	162877947	7
NM_001122679	chr5	+	166644420	167623740	166644420	167622393	29
NM_015238	chr5	+	167651669	167829342	167651735	167828600	23
NM_002887	chr5	+	167846040	167878887	167846081	167878773	15
NR_024356	chr5	+	167889159	167890216	167890216	167890216	1
NM_024594	chr5	-	167915207	167939166	167917153	167938866	7
NM_003062	chr5	-	168025648	168660711	168026036	168660291	36
NM_017785	chr5	+	168943215	168964359	168947998	168963789	12
NM_004946	chr5	+	168996828	169442962	168996908	169442440	52
NM_001129891	chr5	-	169223296	169340322	169223854	169243480	4
NM_144769	chr5	+	169465494	169469307	169465539	169468193	2
NM_012188	chr5	+	169465494	169469307	169465539	169468193	2
NM_001102609	chr5	+	169592527	169605813	169593717	169605695	4
NM_005565	chr5	-	169607665	169657400	169608278	169657193	21
NM_001034838	chr5	+	169713458	170096214	169713458	170095388	8
NM_004137	chr5	-	169737744	169749216	169738285	169745029	4
NM_001034837	chr5	+	169863625	170096214	169864154	170095388	9
NM_014592	chr5	+	169863625	170096214	169864154	170095388	8
NM_014211	chr5	+	170143300	170173626	170148197	170171840	10
NM_022897	chr5	+	170221599	170659624	170221615	170658467	28
NM_021025	chr5	+	170668892	170671743	170668974	170671208	3
NM_001037738	chr5	+	170747402	170766338	170747557	170766014	10
NM_199185	chr5	+	170747402	170770493	170747557	170770174	10
NM_002520	chr5	+	170747402	170770493	170747557	170770174	11
NM_003862	chr5	+	170779271	170816769	170779808	170816414	5
NM_033644	chr5	-	171221160	171366482	171228243	171366111	13
NM_033645	chr5	-	171221160	171366482	171228243	171366111	12
NM_012300	chr5	-	171221160	171366482	171228243	171366111	13
NM_005990	chr5	-	171401678	171547951	171404490	171547651	19
NM_152277	chr5	-	171569254	171643400	171571438	171643274	3
NM_001017995	chr5	-	171693109	171814132	171697977	171813961	13
NM_001142651	chr5	+	172000880	172051136	172001014	172046533	5
NR_015355	chr5	+	172047610	172051136	172051136	172051136	2
NM_004417	chr5	-	172127706	172130809	172128370	172130561	4
NM_001031711	chr5	+	172193828	172312294	172194022	172310425	10
NM_016093	chr5	+	172319044	172329380	172319482	172329150	4
NM_001093761	chr5	+	172319052	172329327	172319482	172329150	4
NM_003945	chr5	+	172343368	172394506	172343469	172379940	4
NR_002988	chr5	+	172380334	172380538	172380538	172380538	1
NM_153607	chr5	+	172415975	172496569	172440384	172493354	9
NM_013978	chr5	+	172504050	172523996	172504154	172523530	5
NM_001205	chr5	+	172504050	172523996	172504154	172523530	6
NM_013979	chr5	+	172504050	172523996	172504154	172523530	7
NM_013980	chr5	+	172504050	172523996	172504154	172523530	6
NM_004387	chr5	-	172591743	172594868	172592177	172594692	2
NM_003714	chr5	-	172674331	172689112	172677455	172687802	4
NM_138369	chr5	-	172967147	172976262	172968847	172976045	4
NM_030627	chr5	+	173247936	173319919	173249342	173315746	10
NM_015980	chr5	+	173405329	173468788	173406364	173467114	5
NM_002449	chr5	+	174084180	174090508	174084268	174089192	2
NM_000794	chr5	-	174800280	174803769	174801367	174802708	2
NM_022754	chr5	+	174838119	174888227	174851712	174886343	11
NM_001131055	chr5	+	175017645	175045849	175042842	175045135	3
NM_022304	chr5	+	175041069	175044164	175042842	175043922	1
NM_006650	chr5	+	175156215	175243629	175238348	175239654	5
NM_001008220	chr5	+	175231106	175243629	175238348	175239654	4
NM_032361	chr5	-	175319139	175328151	175319577	175327817	6
NM_001079529	chr5	+	175444514	175476063	175444571	175473658	22
NM_198567	chr5	+	175597975	175705594	175598117	175705054	9
NM_020444	chr5	-	175705671	175721415	175707208	175719117	9
NM_001079685	chr5	-	175705671	175721415	175707208	175719117	8
NM_001079684	chr5	-	175705671	175721415	175707208	175715329	8
NM_173664	chr5	+	175725107	175733109	175725172	175731504	4
NM_016391	chr5	-	175743837	175748146	175743837	175748146	5
NM_138820	chr5	+	175748389	175749357	175748426	175749104	2
NM_001834	chr5	-	175752061	175776146	175752380	175775970	5
NM_007097	chr5	-	175752061	175776146	175752380	175775970	6
NM_014613	chr5	+	175807961	175869681	175808014	175866557	11
NM_014901	chr5	-	175886305	175897027	175888634	175892079	11
NM_017675	chr5	+	175908970	175955375	175924959	175955279	32
NM_052899	chr5	-	175955408	175969737	175956414	175959441	2
NM_003085	chr5	-	175979815	175990163	175980417	175989261	6
NM_001001502	chr5	-	175979815	175990163	175980417	175989261	7
NM_001099408	chr5	+	175990288	176006248	176002394	176005587	9
NM_001006616	chr5	+	176006993	176018665	176007222	176017139	9
NM_012171	chr5	+	176006993	176018665	176007222	176017305	9
NM_130465	chr5	+	176006993	176018665	176007222	176017305	9
NM_133369	chr5	+	176170165	176240505	176170357	176239493	15
NM_002115	chr5	-	176240475	176258939	176240679	176255766	19
NM_016290	chr5	-	176264611	176366049	176264888	176342222	15
NM_012279	chr5	+	176382302	176426351	176382345	176424206	7
NM_213647	chr5	+	176446526	176457732	176449209	176457283	18
NM_002011	chr5	+	176446526	176457732	176449209	176457283	18
NM_022963	chr5	+	176449156	176457732	176449209	176457283	16
NM_172349	chr5	+	176492685	176659820	176494777	176655066	24
NM_022455	chr5	+	176493438	176659820	176494710	176655066	23
NM_001031677	chr5	-	176660804	176663350	176661349	176662895	8
NM_130781	chr5	-	176660804	176663350	176661349	176662895	9
NM_013237	chr5	+	176663440	176666556	176663592	176666177	5
NM_001142935	chr5	-	176665106	176671898	176666725	176671437	6
NM_031300	chr5	-	176666811	176671898	176667194	176671437	6
NM_006816	chr5	-	176691169	176711491	176691692	176711254	8
NM_006480	chr5	+	176717449	176732205	176717631	176731682	15
NM_003052	chr5	+	176744040	176758455	176745348	176757893	13
NM_001029886	chr5	-	176759713	176760243	176759769	176760183	1
NM_000505	chr5	-	176761744	176769183	176761898	176769134	14
NM_002082	chr5	+	176786292	176802456	176786452	176801434	16
NM_001004106	chr5	+	176786292	176802456	176786452	176801397	16
NM_001004105	chr5	+	176786292	176800960	176786452	176800857	16
NM_030567	chr5	+	176806401	176815889	176814674	176815728	4
NM_004395	chr5	-	176816219	176833300	176817039	176833128	14
NM_080881	chr5	-	176816219	176832477	176817039	176831817	15
NM_203352	chr5	-	176843000	176857208	176843250	176856119	13
NM_005451	chr5	-	176843000	176857208	176843250	176856119	13
NM_213636	chr5	-	176849852	176857208	176850103	176856119	8
NM_024872	chr5	-	176863356	176869459	176863589	176869459	6
NM_016222	chr5	-	176871183	176876573	176871397	176876552	17
NM_019057	chr5	-	176879395	176914144	176881581	176898625	11
NR_024019	chr5	-	176879395	176914144	176914144	176914144	12
NM_017510	chr5	+	176951818	176955705	176951821	176955023	5
NM_007255	chr5	+	176959777	176969937	176959817	176969302	6
NM_173663	chr5	-	177082970	177140111	177083719	177108250	20
NR_003615	chr5	+	177234867	177243875	177243875	177243875	6
NM_006261	chr5	-	177351841	177355849	177352315	177355540	3
NM_001079527	chr5	+	177368294	177407262	177394758	177406550	9
NM_001080544	chr5	+	177414995	177415888	177415210	177415801	1
NM_015111	chr5	+	177473161	177485713	177479190	177481608	5
NM_022762	chr5	+	177490633	177508085	177497726	177507639	11
NM_001034833	chr5	-	177509071	177513567	177509402	177513424	3
NM_017838	chr5	-	177509071	177513567	177509319	177513424	4
NR_003281	chr5	-	177544116	177547039	177547039	177547039	1
NM_004499	chr5	+	177564113	177570790	177564444	177570230	7
NM_031266	chr5	+	177564113	177570790	177564444	177570230	8
NM_153373	chr5	-	177568146	177592409	177571527	177592157	13
NM_173465	chr5	-	177597222	177950162	177598304	177949804	29
NM_020666	chr5	-	177962270	177986660	177963223	177983023	13
NM_005649	chr5	-	178071127	178090309	178071666	178088629	5
NR_024035	chr5	-	178124469	178135883	178135883	178135883	7
NM_058230	chr5	+	178219559	178244029	178220654	178243898	5
NM_030613	chr5	+	178255521	178292816	178290920	178292306	5
NM_182594	chr5	+	178300829	178326040	178302398	178325580	5
NM_000843	chr5	-	178337935	178354730	178341263	178354551	10
NM_001136116	chr5	+	178383381	178393993	178384611	178393247	5
NM_014594	chr5	+	178420212	178440297	178421675	178439704	5
NM_014244	chr5	-	178473455	178704935	178473473	178704935	22
NM_021599	chr5	-	178510735	178704935	178510735	178704935	11
NM_025158	chr5	+	178910176	178969625	178910176	178969126	18
NM_001040451	chr5	+	178919337	178969625	178919645	178969126	17
NM_001040452	chr5	+	178919337	178969625	178919645	178969126	18
NM_005520	chr5	-	178973784	178983328	178975152	178982740	14
NM_001142306	chr5	-	179001165	179004653	179001945	179004627	6
NM_001024649	chr5	+	179058535	179091245	179065288	179088251	15
NM_001746	chr5	+	179058535	179091245	179065288	179088251	15
NM_014757	chr5	+	179092456	179136891	179092719	179134484	5
NM_145867	chr5	+	179153591	179156119	179153687	179156001	5
NM_014275	chr5	-	179156710	179166547	179157650	179166189	15
NM_054013	chr5	-	179156710	179162677	179157650	179161717	14
NM_001142298	chr5	+	179165993	179197681	179182610	179196199	9
NM_001142299	chr5	+	179166608	179197681	179182610	179196199	9
NM_003900	chr5	+	179180447	179197683	179180542	179196199	8
NM_001017987	chr5	-	179196871	179218446	179196996	179218402	5
NM_016175	chr5	-	179196871	179218446	179196996	179218402	7
NM_015043	chr5	-	179221676	179267462	179223053	179267427	21
NM_198868	chr5	-	179221676	179267462	179223053	179267427	22
NM_018434	chr5	-	179315079	179431715	179315259	179431308	9
NM_175062	chr5	-	179460400	179568736	179461106	179497658	14
NM_139069	chr5	-	179593202	179651677	179596120	179640167	12
NM_139070	chr5	-	179593202	179651677	179595989	179640167	12
NM_139068	chr5	-	179593202	179651677	179596120	179640167	12
NM_002752	chr5	-	179593202	179651677	179595989	179640167	12
NM_001135044	chr5	-	179605634	179651677	179607003	179640167	7
NM_005110	chr5	-	179660305	179712921	179661169	179712823	19
NM_015455	chr5	+	179854022	179937959	179888882	179933806	12
NM_052863	chr5	-	179949710	179951093	179949836	179951068	3
NM_182925	chr5	-	179961111	180009230	179962797	180009151	30
NM_002020	chr5	-	179967358	180009230	179967886	180009151	30
NM_001001657	chr5	-	180098728	180099664	180098728	180099664	1
NM_002406	chr5	-	180150146	180162654	180151239	180152577	2
NM_001114619	chr5	-	180150146	180163508	180151239	180152577	2
NM_001114620	chr5	-	180150146	180163508	180151239	180152577	2
NM_001114618	chr5	-	180150146	180169423	180151239	180152577	3
NM_001114617	chr5	-	180150146	180169743	180151239	180152577	3
NM_152283	chr5	-	180207218	180220290	180208397	180210920	2
NM_001040462	chr5	+	180258734	180310512	180258916	180310150	8
NM_024850	chr5	+	180258764	180310512	180258916	180309561	8
NM_001101396	chr5	+	180341823	180345858	180341878	180342217	1
NM_197975	chr5	+	180348506	180366333	180348634	180365478	8
NM_152547	chr5	+	180399830	180421128	180405095	180419468	11
NM_206880	chr5	+	180514548	180515496	180514548	180515496	1
NM_203294	chr5	-	180553529	180563946	180554771	180559681	7
NM_203295	chr5	-	180553529	180563946	180554771	180559681	7
NM_203296	chr5	-	180553529	180563946	180554771	180559681	7
NM_203293	chr5	-	180553529	180564783	180554771	180564716	7
NM_203297	chr5	-	180553529	180560536	180554771	180559759	5
NM_033342	chr5	-	180562728	180564783	180563102	180564716	2
NM_033549	chr5	+	180582911	180595414	180583605	180594381	6
NM_201627	chr5	+	180582911	180595414	180583605	180594985	8
NM_006098	chr5	-	180596533	180603512	180596582	180603406	8
NR_002592	chr5	-	180601423	180601495	180601495	180601495	1
NR_002591	chr5	-	180602919	180602982	180602982	180602982	1
NM_032765	chr5	-	180615991	180620725	180617020	180620420	2
NM_001005221	chr5	+	180726893	180727832	180726893	180727832	1
NM_001005277	chr5	+	180726893	180727832	180726893	180727832	1
NM_001005224	chr5	+	180726893	180727832	180726893	180727832	1
NM_020185	chr6	+	237100	296355	237539	295868	8
NM_002460	chr6	+	336751	356443	338152	352598	9
NM_018303	chr6	-	430137	638109	431670	582818	28
NM_148959	chr6	-	600938	601964	601107	601944	1
NM_033260	chr6	+	1257674	1259993	1257939	1259151	1
NM_001452	chr6	+	1335067	1340831	1335181	1340093	2
NM_001453	chr6	+	1555679	1559128	1555679	1557341	1
NM_001500	chr6	-	1569039	2190845	1569402	2190655	11
NM_152554	chr6	-	2567970	2580297	2568671	2569055	3
NM_001012418	chr6	-	2608861	2696153	2616533	2694527	13
NM_020135	chr6	+	2710664	2730978	2710855	2730515	7
NM_130395	chr6	+	2710664	2730978	2710855	2730515	7
NM_030666	chr6	-	2778732	2787080	2778840	2785819	7
NM_004155	chr6	-	2832502	2848506	2835395	2845844	7
NM_004568	chr6	-	2893391	2917089	2893530	2904565	7
NM_000904	chr6	+	2945065	2964993	2951785	2964888	7
NM_001012983	chr6	+	2990616	2991033	2990616	2991033	1
NM_003804	chr6	+	3022056	3060420	3022056	3058572	10
NM_004332	chr6	+	3064040	3098281	3064689	3097808	8
NM_001069	chr6	-	3098900	3102782	3099095	3102696	4
NM_178012	chr6	-	3169494	3172967	3169983	3172776	4
NM_001128591	chr6	+	3204160	3213299	3204255	3212945	3
NM_001128592	chr6	+	3204160	3213299	3204255	3212945	4
NM_001135750	chr6	+	3204160	3209095	3204255	3209057	2
NM_015482	chr6	-	3214206	3401792	3218287	3401792	10
NM_021945	chr6	-	3214206	3390217	3218287	3355490	11
NM_183373	chr6	-	3667834	3697245	3668851	3696764	5
NM_012135	chr6	+	3794630	3796550	3795044	3796022	2
NM_003913	chr6	+	3966567	4010216	3966658	4005849	15
NM_173563	chr6	-	4013599	4024390	4013928	4022647	7
NM_001085401	chr6	+	4024438	4075998	4032874	4075415	6
NM_206836	chr6	-	4060925	4080830	4061106	4073064	11
NM_006117	chr6	-	4060925	4080830	4061106	4078904	10
NM_004824	chr6	+	4651391	4900777	4661011	4899289	9
NM_170752	chr6	+	4721681	4900777	4880761	4899289	6
NM_170751	chr6	+	4721681	4900777	4722016	4899289	7
NM_006638	chr6	-	4940278	4949270	4940310	4949235	8
NM_020408	chr6	-	5053651	5206167	5054655	5205965	3
NM_006567	chr6	+	5206582	5716815	5313802	5716661	7
NM_016588	chr6	-	5943231	5952632	5944207	5951981	3
NM_000129	chr6	-	6089309	6265923	6090850	6263896	15
NM_004271	chr6	+	6533932	6600215	6533966	6599859	5
NM_001003699	chr6	+	7053186	7196691	7127143	7194200	13
NM_001003698	chr6	+	7053186	7196691	7127143	7194200	12
NM_003144	chr6	-	7226286	7258540	7235095	7258352	8
NM_205864	chr6	-	7271885	7334941	7272089	7324127	11
NM_031480	chr6	+	7335060	7363269	7335234	7362673	17
NM_153005	chr6	+	7347878	7363269	7348085	7362673	10
NM_004415	chr6	+	7486868	7531945	7487147	7531110	24
NM_001008844	chr6	+	7486868	7531945	7487147	7531110	24
NM_152551	chr6	+	7535430	7557199	7535489	7554105	9
NM_001718	chr6	+	7672009	7826960	7672187	7825575	7
NM_022085	chr6	-	7826750	8009596	7828375	7986445	13
NM_030810	chr6	-	7826750	7856040	7828375	7856008	10
NM_201280	chr6	-	7959213	8009646	7960880	8009608	5
NM_001135650	chr6	-	8018593	8047827	8018706	8047753	4
NM_004280	chr6	-	8024634	8047827	8025121	8047753	4
NR_003703	chr6	-	8031639	8031765	8031765	8031765	1
NM_001142540	chr6	-	8358301	8380793	8358780	8379619	11
NM_001142541	chr6	-	8358301	8380793	8358780	8379619	11
NM_015948	chr6	-	8358301	8380793	8358780	8379619	11
NR_004855	chr6	+	8597440	8599080	8599080	8599080	2
NM_153003	chr6	-	10004929	10168908	10005102	10047519	8
NM_001032280	chr6	-	10504901	10520593	10506635	10519815	7
NM_001042425	chr6	-	10504901	10527783	10506635	10527669	7
NM_003220	chr6	-	10504901	10523456	10506635	10523204	7
NM_152738	chr6	-	10537662	10542760	10538116	10538473	3
NM_145649	chr6	+	10629553	10737587	10637130	10734826	5
NM_001491	chr6	+	10663934	10737587	10664642	10734826	3
NM_145655	chr6	+	10693978	10737587	10694208	10734826	3
NM_017906	chr6	+	10803173	10817956	10803204	10817671	10
NM_016462	chr6	+	10831323	10839348	10832832	10838885	6
NM_030969	chr6	+	10855980	10865200	10857464	10864737	6
NM_001127711	chr6	+	10855980	10865200	10857464	10864737	5
NM_005906	chr6	-	10870941	10939096	10872670	10938867	13
NM_004752	chr6	-	10981441	10990084	10982213	10990012	5
NM_001040274	chr6	+	10995049	11082527	10995345	11072025	30
NM_017770	chr6	-	11088978	11152610	11091999	11152449	8
NM_001135575	chr6	+	11202251	11246950	11202532	11242821	2
NM_207582	chr6	-	11210707	11219945	11211912	11213529	2
NM_006403	chr6	-	11291517	11340901	11293380	11340734	7
NM_001142393	chr6	-	11291517	11490567	11293380	11414222	8
NM_182966	chr6	-	11308592	11340901	11309199	11340734	3
NM_001100829	chr6	+	11646496	11691743	11646496	11683780	3
NM_032744	chr6	-	11821894	11887052	11822696	11886978	6
NM_002114	chr6	+	12120709	12273218	12123847	12272680	9
NM_001955	chr6	+	12398514	12405413	12398848	12404286	5
NM_030948	chr6	+	12825818	13395507	12826962	13395289	14
NM_016495	chr6	-	13413162	13436593	13413311	13435109	8
NM_018988	chr6	-	13471797	13595766	13472953	13595101	2
NM_033069	chr6	-	13577487	13594394	13578080	13578491	2
NM_031244	chr6	+	13682770	13713949	13692321	13712729	10
NM_012241	chr6	+	13682853	13722764	13692321	13720076	10
NM_016167	chr6	+	13723537	13729106	13723569	13729038	8
NM_005493	chr6	-	13729708	13819775	13730572	13819716	14
NM_001031713	chr6	-	13898998	13922768	13899019	13922640	9
NM_152737	chr6	+	14033181	14088214	14085329	14086073	3
NM_001040280	chr6	+	14225843	14245127	14226021	14243446	5
NM_004233	chr6	+	14225843	14245127	14226021	14243446	5
NM_004973	chr6	+	15354505	15630232	15354749	15628461	18
NM_183041	chr6	-	15631017	15771250	15631184	15735664	10
NM_032122	chr6	-	15631017	15771250	15631184	15771079	10
NM_183040	chr6	-	15631784	15771250	15632634	15771079	9
NM_013262	chr6	+	16237295	16256457	16237532	16254961	7
NM_006877	chr6	+	16346789	16403759	16346903	16403396	9
NM_001128164	chr6	-	16407321	16869700	16414538	16436520	8
NM_000332	chr6	-	16407321	16869700	16414538	16436520	9
NM_153020	chr6	+	17390910	17402052	17390981	17400329	3
NM_006366	chr6	+	17501714	17666002	17529765	17664652	13
NM_016255	chr6	+	17708496	17719928	17708619	17716549	5
NM_005124	chr6	-	17723247	17814797	17724306	17814597	22
NM_001105568	chr6	-	17868563	18095778	17869066	18095673	38
NM_001105566	chr6	-	17871902	18095778	17872319	18095673	38
NM_001105567	chr6	-	17871902	18095778	17872319	18095673	37
NM_022113	chr6	-	17871902	18095778	17872319	18095673	39
NM_198586	chr6	-	18228696	18230830	18229628	18230816	1
NM_000367	chr6	-	18236523	18263353	18238877	18257337	9
NM_153042	chr6	+	18263597	18332063	18268105	18330202	18
NM_003472	chr6	-	18332378	18372778	18333928	18372197	11
NM_001134709	chr6	-	18332380	18372778	18333928	18372197	10
NM_182757	chr6	+	18495572	18576829	18507744	18573277	8
NM_001546	chr6	+	19945595	19948894	19945964	19946838	3
NM_001080480	chr6	-	20208913	20320649	20210495	20320444	13
NM_001949	chr6	+	20510115	20601924	20510442	20598640	7
NM_017774	chr6	+	20642666	21339743	20654560	21339249	16
NM_003107	chr6	+	21701950	21706828	21702744	21704169	1
NR_015410	chr6	+	21774653	22302593	22302593	22302593	12
NM_000948	chr6	-	22395458	22405709	22395609	22405190	5
NM_138574	chr6	+	22677656	22678729	22677783	22678539	1
NM_080723	chr6	+	24234392	24255736	24242534	24254153	4
NM_016356	chr6	-	24279961	24466259	24282936	24465957	10
NM_181337	chr6	+	24465109	24466491	24465846	24466101	1
NM_020662	chr6	+	24511131	24533795	24511253	24531901	11
NM_001503	chr6	-	24536383	24597829	24537238	24597718	25
NM_177483	chr6	-	24581304	24597778	24581784	24597718	6
NM_170740	chr6	+	24603175	24645414	24603203	24641919	11
NM_001080	chr6	+	24603175	24645414	24603203	24641919	10
NM_014809	chr6	-	24652310	24754362	24655371	24709310	21
NM_016614	chr6	-	24758183	24775094	24758994	24775069	7
NM_018473	chr6	+	24775253	24809921	24775470	24809822	3
NM_030939	chr6	-	24813069	24827382	24814343	24826875	5
NM_015895	chr6	+	24883142	24894257	24885453	24894006	7
NM_014722	chr6	-	24912491	25019174	24914579	24983998	23
NM_015864	chr6	-	24947573	24985562	24947800	24983998	14
NR_002174	chr6	-	25189273	25246030	25246030	25246030	13
NM_017640	chr6	+	25387626	25728737	25388002	25727790	36
NM_006998	chr6	+	25760407	25809987	25760610	25809542	11
NM_170745	chr6	-	25834269	25834769	25834338	25834734	1
NM_170610	chr6	+	25835115	25835552	25835115	25835499	1
NM_005495	chr6	+	25862905	25889381	25870169	25887395	12
NM_005074	chr6	-	25891104	25940266	25906991	25938764	13
NM_006632	chr6	-	25953306	25982450	25953588	25976594	12
NM_001098486	chr6	-	25953306	25982450	25953588	25976594	13
NM_005835	chr6	-	26020962	26038818	26021501	26034003	11
NM_006355	chr6	+	26071049	26093331	26074729	26091894	8
NM_005325	chr6	-	26125238	26126019	26125291	26125939	1
NM_003529	chr6	+	26128696	26129165	26128696	26129107	1
NM_003538	chr6	+	26129885	26130257	26129885	26130197	1
NM_003544	chr6	-	26135102	26135459	26135147	26135459	1
NM_003537	chr6	-	26139795	26140267	26139856	26140267	1
NM_003513	chr6	-	26141298	26141775	26141382	26141775	1
NM_021062	chr6	-	26151433	26151864	26151483	26151864	1
NM_003531	chr6	+	26153617	26154076	26153617	26154028	1
NM_005319	chr6	-	26163946	26164678	26163993	26164635	1
NM_000410	chr6	+	26195487	26203448	26195647	26202433	6
NM_139004	chr6	+	26195487	26203448	26195647	26202433	5
NM_139003	chr6	+	26195487	26203448	26195647	26202433	5
NM_139006	chr6	+	26195487	26203448	26195647	26202433	6
NM_139010	chr6	+	26195487	26203448	26195647	26202433	4
NM_139008	chr6	+	26195487	26203448	26195647	26202433	5
NM_139007	chr6	+	26195487	26203448	26195647	26202433	5
NM_139011	chr6	+	26195487	26203448	26195647	26202433	3
NM_139009	chr6	+	26195487	26203448	26195647	26202433	6
NM_003542	chr6	+	26212154	26212544	26212154	26212466	1
NM_005323	chr6	-	26215618	26216343	26215676	26216300	1
NM_003526	chr6	-	26231673	26232111	26231730	26232111	1
NM_003512	chr6	+	26232351	26232897	26232439	26232832	1
NM_005321	chr6	+	26264537	26265322	26264597	26265257	1
NM_021063	chr6	+	26266327	26266850	26266376	26266757	1
NM_138720	chr6	+	26266327	26279555	26266376	26266757	2
NM_003523	chr6	+	26292002	26292437	26292002	26292383	1
NM_003539	chr6	-	26296916	26297283	26296971	26297283	1
NM_003530	chr6	-	26304990	26307443	26305046	26305457	2
NM_021065	chr6	-	26306990	26307450	26307057	26307450	1
NM_003522	chr6	+	26307765	26308195	26307765	26308146	1
NM_003545	chr6	+	26312851	26313228	26312851	26313163	1
NM_003518	chr6	-	26324407	26324851	26324469	26324850	1
NM_021052	chr6	+	26325126	26325690	26325181	26325574	1
NM_003532	chr6	+	26333361	26333823	26333361	26333772	1
NM_005320	chr6	-	26342418	26343195	26342474	26343140	1
NM_003540	chr6	+	26348632	26349000	26348632	26348944	1
NM_003547	chr6	-	26354817	26355184	26354887	26355184	1
NM_021018	chr6	-	26358348	26358814	26358401	26358812	1
NM_003524	chr6	+	26359857	26360282	26359857	26360238	1
NM_003534	chr6	-	26379124	26379591	26379180	26379591	1
NM_003525	chr6	+	26381182	26381619	26381182	26381563	1
NM_003543	chr6	-	26393332	26393706	26393394	26393706	1
NM_007047	chr6	+	26473376	26486527	26476389	26482574	11
NM_006995	chr6	+	26491332	26503079	26492028	26501174	8
NM_181531	chr6	+	26491332	26503079	26492028	26501174	7
NM_007048	chr6	+	26510459	26523421	26513770	26521899	10
NM_024018	chr6	+	26530325	26539822	26530325	26539822	6
NM_006994	chr6	+	26548741	26561622	26551781	26560618	11
NM_197974	chr6	+	26548741	26561622	26552204	26560618	10
NM_007049	chr6	+	26566167	26577844	26566843	26576756	8
NM_078476	chr6	+	26566167	26577844	26566843	26575948	8
NM_001732	chr6	+	26609473	26618631	26609493	26617381	7
NM_006353	chr6	+	26646550	26655143	26653413	26653686	2
NM_013375	chr6	+	26705158	26708256	26705189	26706852	3
NM_024639	chr6	-	26742589	26767942	26745551	26746760	4
NR_003504	chr6	-	26947244	27032312	27032312	27032312	9
NM_021058	chr6	-	27208073	27208554	27208127	27208508	1
NM_021064	chr6	+	27208799	27211050	27208829	27209222	1
NM_080593	chr6	-	27214051	27222598	27222175	27222556	2
NM_003495	chr6	+	27215066	27215436	27215066	27215378	1
NM_080596	chr6	+	27222886	27223325	27222886	27223273	1
NM_005865	chr6	+	27323486	27332229	27323495	27331073	12
NM_032030	chr6	+	27400556	27401720	27401040	27401610	1
NR_002722	chr6	-	27433581	27447283	27447283	27447283	4
NR_024553	chr6	-	27433581	27451132	27451132	27451132	5
NM_001076781	chr6	+	27464502	27477206	27476128	27477205	3
NM_007149	chr6	-	27526505	27548858	27527060	27548052	6
NM_003519	chr6	-	27883235	27883688	27883282	27883663	1
NM_003509	chr6	+	27883955	27884424	27883966	27884359	1
NM_003536	chr6	+	27885820	27886293	27885830	27886241	1
NM_021066	chr6	-	27890058	27890497	27890110	27890497	1
NM_003521	chr6	+	27890800	27891246	27890800	27891181	1
NM_021968	chr6	+	27899881	27900237	27899881	27900193	1
NM_003541	chr6	-	27906930	27907284	27906972	27907284	1
NM_003510	chr6	-	27913636	27914096	27913703	27914096	1
NM_003520	chr6	+	27914418	27914867	27914418	27914799	1
NM_003511	chr6	+	27941085	27941555	27941111	27941504	1
NM_005322	chr6	-	27942548	27943338	27942605	27943286	1
NM_003533	chr6	-	27947601	27948078	27947661	27948072	1
NM_003546	chr6	-	27948904	27949268	27948955	27949267	1
NM_003535	chr6	-	27966071	27966549	27966138	27966549	1
NM_003514	chr6	-	27968455	27968942	27968513	27968906	1
NM_003527	chr6	+	27969181	27969648	27969219	27969600	1
NM_033057	chr6	-	27987002	27988076	27987002	27988076	1
NM_012367	chr6	+	28032997	28033939	28032997	28033939	1
NM_003447	chr6	+	28154550	28165319	28161237	28165227	5
NR_024063	chr6	+	28166907	28171471	28171471	28171471	2
NM_025231	chr6	+	28200365	28205835	28201200	28205707	4
NM_006298	chr6	+	28217694	28233215	28224164	28229774	6
NR_002936	chr6	-	28291094	28294686	28294686	28294686	1
NM_006299	chr6	+	28301051	28309239	28302841	28308935	4
NM_019110	chr6	-	28320468	28327981	28320872	28327737	5
NM_001007531	chr6	+	28335076	28336715	28335128	28336337	1
NM_001111039	chr6	+	28342766	28353959	28347676	28352852	4
NM_152736	chr6	+	28342766	28353959	28347676	28352852	4
NM_001023560	chr6	+	28342766	28353959	28347676	28352852	4
NM_032507	chr6	+	28357342	28378305	28359569	28378040	7
NM_145909	chr6	-	28400493	28429951	28401921	28405439	8
NM_030899	chr6	-	28400495	28412131	28401921	28405439	4
NM_001135216	chr6	-	28400495	28411890	28401921	28405439	4
NM_001135215	chr6	-	28400495	28432027	28401921	28405439	8
NR_024164	chr6	-	28400495	28411890	28411890	28411890	3
NR_024165	chr6	-	28400495	28412131	28412131	28412131	3
NM_024493	chr6	+	28425669	28442503	28435342	28442041	6
NM_001012455	chr6	-	28508410	28519258	28510220	28512022	4
NM_182701	chr6	-	28579051	28591549	28580047	28591499	5
NM_003996	chr6	+	28601767	28610707	28601769	28608138	4
NM_001509	chr6	+	28601767	28610707	28601769	28609923	5
NM_052923	chr6	-	28647385	28663091	28647666	28662473	4
NM_006510	chr6	-	28978757	28999747	28979825	28999388	8
