chr	height	start	end	numtags	max_ht_offset
11	22	35150989	35151813	41	507
11	12	35152557	35153845	33	402
11	11	35213915	35215138	34	278
11	11	35216007	35216933	28	442
11	11	35253047	35254204	43	487
11	11	35254547	35254797	12	103
11	234	35281391	35283089	395	939
11	12	35304347	35304899	23	249
11	19	35315094	35316432	60	428
11	33	35330073	35330909	71	465
11	31	35341759	35343197	77	563
11	54	35359475	35360453	83	479
11	17	35368756	35369909	45	596
11	14	35370167	35370871	29	282
11	13	35463610	35464230	22	473
11	14	35517913	35518457	20	180
11	18	35608018	35608458	28	191
11	25	35639973	35641570	75	1311
11	20	35729725	35730182	28	199
11	11	35772465	35774570	53	735
11	19	35774628	35775311	44	323
11	17	35799931	35800658	45	183
11	29	35905642	35906263	49	381
11	13	35931512	35932786	29	1066
11	12	35987218	35988459	39	590
11	39	36004326	36005532	71	639
11	28	36012632	36013723	65	556
11	11	36034378	36035061	17	208
11	16	36127636	36128389	41	478
11	16	36266832	36268145	52	758
11	15	36270175	36270765	25	384
11	11	36398647	36399989	35	559
11	19	36487003	36489216	63	1441
11	25	36572274	36572798	40	253
11	13	37696441	37697062	24	311
11	12	37702018	37703224	28	583
11	60	38362649	38363393	86	331
11	29	38525415	38526307	48	319
11	28	41857204	41857667	33	175
11	12	42506918	42507659	26	381
11	19	43289842	43290879	41	170
11	12	43337592	43338697	30	78
11	11	43354505	43355034	15	382
11	17	43486590	43487165	30	184
11	17	43621732	43622763	41	557
11	11	43808875	43809415	15	337
11	25	43898666	43899467	59	337
11	12	44111433	44112106	23	230
11	250	44248614	44248807	251	46
11	72	44278587	44280353	147	476
11	17	44311318	44312029	29	270
11	233	44507873	44510368	379	825
11	13	44516590	44516903	15	141
11	11	44542641	44543661	28	142
11	25	44584635	44586619	84	898
11	13	44599146	44599649	19	304
11	20	45088569	45089367	31	325
11	20	45111588	45112555	43	631
11	12	45124489	45126531	55	988
11	15	45158078	45158712	25	255
11	20	45163161	45163760	27	369
11	11	45311422	45312379	24	483
11	17	45776970	45777566	28	339
11	13	45779807	45780103	15	142
11	34	45781901	45783420	83	1093
11	18	45821207	45821991	29	211
11	13	45824905	45825898	38	444
11	14	45895484	45897168	64	457
11	15	45942715	45943415	23	444
11	14	45984510	45984876	16	219
11	14	46099367	46099857	18	145
11	12	46100517	46101400	25	736
11	20	46104917	46106067	55	538
11	56	46137694	46139102	89	220
11	40	46214161	46218334	198	1219
11	37	46220749	46222114	97	704
11	20	46224797	46226185	49	1068
11	14	46226643	46227278	22	332
11	32	46250297	46252316	88	1813
11	13	46286658	46287259	20	136
11	15	46287543	46288394	34	576
11	12	46293067	46293761	23	261
11	11	46312526	46312849	13	99
11	19	46314206	46314887	35	269
11	15	46316542	46318001	71	937
11	12	46325107	46325929	25	353
11	12	46341640	46342344	23	188
11	55	46345716	46346257	81	202
11	14	46367049	46367952	30	718
11	16	46506900	46508147	35	697
11	12	46515877	46516308	19	284
11	16	46531798	46533048	42	626
11	21	46571036	46572432	50	1175
11	94	46652901	46653965	170	556
11	29	46678299	46679526	86	603
11	14	46823354	46825661	70	1137
11	18	46867753	46868136	22	143
11	11	46907946	46908696	27	511
11	33	46914219	46915638	71	532
11	13	46922834	46923528	27	437
11	18	46925821	46927880	89	985
11	17	47077238	47078260	37	538
11	13	47102611	47103481	28	429
11	20	47130860	47131798	32	527
11	13	47138708	47141010	52	562
11	16	47154111	47155922	98	1455
11	14	47157572	47158218	30	252
11	18	47162877	47165581	111	949
11	20	47166932	47168021	40	811
11	40	47170204	47170851	57	416
11	145	47171829	47173188	246	601
11	32	47192108	47195042	226	987
11	33	47225355	47227612	133	1606
11	20	47235231	47236809	93	367
11	19	47236998	47238389	60	496
11	19	47246590	47248506	81	894
11	40	47254919	47256601	94	980
11	18	47269063	47269750	38	200
11	36	47333022	47333809	49	474
11	13	47351790	47352823	36	383
11	11	47385051	47385711	20	123
11	23	47385752	47386702	78	629
11	20	47394090	47394750	42	306
11	19	47403366	47405225	81	1502
11	19	47432234	47432710	30	297
11	17	47444384	47445526	33	668
11	13	47501096	47502059	31	766
11	13	47530040	47531049	33	453
11	19	47531091	47531882	35	277
11	11	47543637	47544244	22	174
11	29	47556304	47558069	89	765
11	34	47587790	47588536	61	289
11	18	47619813	47621372	74	757
11	21	47743691	47746816	141	2800
11	15	47815136	47816638	37	1222
11	21	47825536	47827538	99	771
11	20	47831336	47831885	37	263
11	33	47833923	47834987	71	585
11	43	47835531	47837227	133	981
11	12	47837641	47838479	31	193
11	49	47840764	47842730	132	668
11	18	47847841	47848839	40	141
11	52	47858731	47859880	93	649
11	15	47864097	47864509	18	265
11	11	47890996	47891418	17	181
11	55	47895609	47898032	193	622
11	12	47902321	47903378	40	295
11	28	47912215	47913118	52	504
11	17	47915497	47916860	68	780
11	21	47921863	47923482	64	363
11	40	47924808	47926044	101	450
11	14	47971471	47972052	20	232
11	13	47979154	47980331	31	816
11	75	48006814	48008512	142	763
11	12	48030300	48030850	17	248
11	24	48086974	48088446	74	1195
11	63	48248213	48249262	117	689
11	11	48647626	48647923	22	32
11	15	48674574	48674875	22	147
11	18	48756592	48756903	25	164
11	35	48815647	48816133	58	293
11	23	48819891	48820474	44	436
11	19	48820493	48821073	25	402
11	76	48821951	48822259	111	155
11	16	48838271	48838630	28	158
11	11	48842150	48842558	16	261
11	19	48844789	48845208	28	147
11	14	48903159	48903513	24	120
11	24	48914380	48915086	58	287
11	96	49163197	49163635	98	145
11	24	50394243	50394649	44	259
11	15	50448387	50448908	21	258
11	19	50462333	50462493	20	13
11	54	50478885	50479187	76	28
11	67	50603845	50604280	125	146
11	15	50607854	50608397	33	249
11	16	50633933	50634217	17	137
11	17	50648448	50648748	33	4
11	12	50656240	50656543	16	156
11	11	50694899	50695255	18	82
11	14	50726192	50726575	27	236
11	11	50726744	50727471	24	401
11	12	50735290	50735822	18	52
11	20	50737597	50738190	35	446
11	16	51075727	51076136	25	245
11	12	51148661	51148957	18	148
11	32	51423723	51424794	80	12
11	30	51424829	51425309	43	147
11	17	51425745	51427056	52	543
11	118	51427925	51430431	410	694
11	33	51432094	51432491	48	90
11	14	51433009	51433904	44	554
11	11	51434145	51435265	31	847
11	17	51435274	51435631	28	63
11	79	51435640	51436426	154	327
11	23	51436678	51437779	65	815
11	131	51447710	51448161	251	181
11	14	54647149	54647571	24	122
11	12	54711233	54711531	17	3
11	13	54750489	54750843	15	207
11	18	54754323	54754619	25	14
11	11	54757580	54757857	12	130
11	40	54765727	54766026	67	152
11	11	54771761	54772220	17	311
11	13	54773096	54773483	21	240
11	11	54777501	54777922	15	274
11	13	54782762	54783266	24	141
11	12	56773777	56774100	14	146
11	11	56848704	56849980	48	614
11	11	56873768	56874235	17	320
11	11	56948925	56949645	24	334
11	12	56981418	56981769	16	176
11	24	57054550	57055335	47	324
11	277	57089331	57091263	455	996
11	69	57092140	57093804	130	1319
11	15	57181188	57182077	43	495
11	14	57191085	57192413	53	450
11	11	57235745	57236887	39	389
11	34	57265048	57266516	73	349
11	46	57285334	57286864	93	678
11	13	57324721	57325092	15	144
11	16	57395060	57395702	26	413
11	16	57423998	57424926	30	572
11	31	57425556	57426277	53	370
11	12	58048602	58049379	20	188
11	14	58097445	58098197	28	214
11	12	58100938	58101455	19	317
11	17	58101472	58102556	50	826
11	21	58430027	58430981	47	568
11	14	58642070	58642651	19	184
11	14	58695388	58696354	34	201
11	16	58697982	58698673	32	308
11	46	58712713	58713426	69	463
11	15	58748044	58748723	25	419
11	13	58816105	58816432	16	137
11	11	59013060	59013484	16	143
11	15	59043693	59043844	16	4
11	12	59061068	59062349	37	328
11	36	59071664	59072321	60	300
11	14	59072883	59073825	26	256
11	18	59074138	59076597	138	477
11	30	59079611	59081967	110	923
11	18	59084010	59085538	64	466
11	23	59089660	59090720	57	613
11	12	59139696	59140930	45	227
11	16	59256410	59256852	22	213
11	18	59278014	59278572	25	192
11	15	59300323	59301082	27	383
11	28	59334193	59335405	61	688
11	20	59368406	59369067	33	237
11	11	59401187	59401833	17	352
11	13	59402647	59403093	19	141
11	15	59443017	59443377	19	213
11	12	59650020	59650625	26	282
11	23	59693149	59693832	39	335
11	68	59789648	59790309	95	198
11	15	60299409	60299833	23	204
11	14	60365870	60366511	23	142
11	25	60429443	60430200	40	41
11	12	60430435	60430951	27	365
11	14	60437592	60440456	86	394
11	12	60447701	60448638	30	628
11	44	60463790	60464385	62	335
11	15	60564084	60564481	19	212
11	16	60653657	60654493	32	310
11	19	60856686	60857867	55	664
11	12	60860190	60860809	23	184
11	13	60885151	60887031	69	669
11	31	60953783	60954945	73	436
11	11	60959456	60959859	17	195
11	13	60998200	60998792	25	257
11	21	61091037	61091653	29	373
11	12	61105329	61105820	25	204
11	20	61162178	61162857	25	438
11	139	61163449	61165195	251	879
11	13	61219691	61220942	41	485
11	11	61257246	61257877	21	384
11	24	61271142	61272432	50	740
11	12	61315915	61317985	78	338
11	16	61320931	61321661	27	531
11	19	61338030	61339717	70	1516
11	26	61394251	61396318	55	1095
11	11	61398319	61398936	21	314
11	14	61411981	61412685	32	279
11	14	61421571	61422090	20	266
11	17	61423010	61423655	26	326
11	12	61428574	61429170	19	235
11	25	61441451	61442419	52	556
11	22	61471458	61472283	38	387
11	11	61486341	61488739	60	872
11	17	61493856	61494769	35	359
11	63	61494864	61497658	186	2096
11	12	61534890	61535543	21	281
11	153	61536381	61538702	379	1401
11	41	61548842	61550309	124	813
11	28	61557491	61558614	68	338
11	30	61565959	61566798	60	410
11	17	61568570	61569202	42	186
11	19	61569288	61570639	61	699
11	23	61578238	61579052	45	514
11	17	61605946	61606779	27	272
11	112	61628735	61630288	228	631
11	13	61631970	61632457	17	155
11	16	61647611	61649260	56	146
11	15	61695262	61695622	18	141
11	14	61861108	61861597	23	342
11	12	61904634	61905107	16	308
11	11	61917357	61917647	12	143
11	12	61918894	61919253	15	122
11	11	61922565	61923066	19	277
11	12	61948722	61949144	18	144
11	11	61996202	61996968	25	496
11	18	62021168	62022104	52	268
11	13	62032154	62033152	39	721
11	15	62062807	62063887	38	471
11	19	62066384	62067525	41	507
11	15	62068427	62069110	35	456
11	11	62076052	62076303	12	104
11	20	62076456	62078528	112	920
11	18	62079461	62081090	84	969
11	51	62084408	62085284	90	359
11	13	62097692	62099503	64	567
11	88	62114906	62116498	166	785
11	15	62117593	62118025	19	125
11	18	62122892	62123781	46	476
11	15	62125492	62126800	51	613
11	186	62145291	62147035	333	915
11	13	62170433	62171426	29	182
11	43	62176906	62177668	73	527
11	25	62195152	62196846	94	588
11	24	62202283	62203617	60	928
11	14	62204828	62205306	19	191
11	16	62218574	62219306	26	395
11	23	62249417	62253457	225	2895
11	16	62277565	62278668	48	498
11	14	62285316	62285817	23	242
11	11	62293449	62294204	23	479
11	26	62310447	62311911	67	1038
11	13	62315599	62316523	36	293
11	18	62328693	62330356	61	741
11	13	62355050	62356633	54	1142
11	17	62362837	62365047	69	910
11	131	62365064	62366622	256	569
11	13	62378051	62379283	41	835
11	18	62379311	62380657	71	743
11	19	62404398	62406192	87	1323
11	12	62407595	62408775	40	910
11	17	62413462	62414449	42	524
11	24	62429982	62430668	38	189
11	13	62433138	62433803	22	239
11	31	62489563	62490133	47	184
11	102	62547650	62548508	139	627
11	22	62559605	62560281	41	310
11	15	63012583	63013952	42	823
11	11	63032111	63032676	18	175
11	19	63061334	63062110	33	155
11	11	63088504	63089448	24	742
11	13	63091091	63091743	24	124
11	20	63137390	63138901	67	989
11	11	63146210	63147607	34	328
11	12	63159328	63160354	22	730
11	16	63191773	63192891	57	383
11	14	63193852	63196312	87	1818
11	11	63205057	63206474	52	494
11	11	63292162	63292459	13	131
11	17	63326532	63327950	52	408
11	13	63353947	63354646	24	184
11	21	63361175	63361930	31	259
11	13	63373667	63373814	14	0
11	13	63382577	63382980	15	256
11	34	63395916	63396871	58	342
11	14	63441355	63442518	39	968
11	12	63462045	63462997	46	115
11	15	63469664	63470274	25	367
11	19	63498135	63499136	52	442
11	21	63510121	63511309	42	341
11	11	63688417	63689395	37	812
11	11	63705407	63706320	24	383
11	17	63708620	63710350	75	1017
11	14	63750019	63751022	45	258
11	13	63764387	63766975	73	649
11	17	63769269	63770337	37	643
11	11	63775553	63776716	36	889
11	49	63792354	63795090	203	2019
11	23	63802489	63803240	40	468
11	17	63824997	63825577	30	178
11	13	63828169	63829102	39	348
11	16	63841398	63842683	62	220
11	16	63842683	63843761	50	371
11	21	63855465	63856669	50	565
11	15	63858722	63859733	38	475
11	12	63870995	63871734	27	440
11	12	63872098	63873704	49	445
11	15	63878959	63880141	40	375
11	13	63881834	63882537	37	220
11	45	63882706	63884051	86	878
11	13	63907946	63908884	27	280
11	11	63924179	63924927	22	101
11	61	64008093	64008813	91	387
11	14	64077171	64078007	27	457
11	14	64180072	64181410	40	376
11	26	64212418	64213015	42	217
11	12	64291726	64292375	26	272
11	14	64302313	64304084	48	773
11	24	64367347	64368772	64	308
11	11	64371124	64371564	19	293
11	29	64378466	64379981	67	737
11	11	64400762	64401637	32	298
11	15	64401886	64403707	64	759
11	12	64411676	64412530	24	422
11	13	64439955	64441878	75	564
11	15	64447929	64448936	39	254
11	376	64520422	64521846	570	680
11	17	64522009	64523253	59	309
11	19	64526562	64527832	44	430
11	18	64530539	64531315	29	584
11	17	64537396	64538622	55	341
11	12	64550879	64552253	59	655
11	12	64564655	64565889	39	340
11	15	64601887	64603138	33	483
11	27	64619598	64620521	52	585
11	12	64620522	64620921	16	141
11	21	64641302	64643116	64	665
11	11	64645955	64646793	34	513
11	12	64657705	64659908	72	875
11	16	64705681	64706908	38	827
11	12	64774396	64775109	20	122
11	11	64785206	64786223	40	608
11	23	64798886	64799778	49	325
11	22	64814444	64816140	78	554
11	21	64816158	64816865	37	241
11	80	64831443	64833554	206	1744
11	41	64834728	64835856	99	850
11	16	64839319	64840399	43	377
11	13	64840895	64841424	20	318
11	14	64853778	64854391	24	407
11	12	64857554	64858752	43	662
11	11	64890282	64890746	19	129
11	32	64905727	64907478	129	765
11	33	64940050	64941334	82	515
11	33	64941379	64943833	198	1646
11	728	64943883	64951745	1549	1541
11	11	64951774	64952882	45	571
11	17	64967756	64968052	20	146
11	62	64995244	64997111	174	1010
11	22	65000835	65002143	61	803
11	15	65002370	65004298	75	1375
11	21	65005323	65006019	41	433
11	101	65006132	65007030	150	462
11	17	65009295	65009814	32	363
11	14	65011217	65012113	40	749
11	20	65012574	65013991	75	712
11	20	65015082	65017528	107	810
11	21	65017565	65019031	66	514
11	37	65020704	65022408	82	856
11	20	65022434	65025828	159	580
11	12	65025834	65027576	59	468
11	24	65027683	65031939	204	4005
11	16	65032365	65032912	23	255
11	18	65034655	65035253	27	303
11	17	65064072	65065263	55	968
11	11	65076118	65076540	18	137
11	18	65079781	65080272	23	178
11	23	65093738	65094845	66	666
11	14	65098033	65098876	30	434
11	15	65100727	65102179	53	927
11	17	65137953	65139945	80	1387
11	12	65161696	65162340	22	296
11	14	65162410	65163149	34	144
11	28	65186772	65188258	109	218
11	22	65235445	65237100	72	511
11	16	65243794	65245308	58	1072
11	22	65299489	65300153	31	303
11	14	65341689	65342621	40	416
11	26	65380895	65385322	224	3574
11	15	65397263	65398059	36	353
11	15	65411445	65413544	64	939
11	13	65413799	65416331	80	954
11	41	65422902	65424912	141	1474
11	18	65435293	65436561	45	636
11	18	65439470	65440150	37	416
11	23	65443265	65443724	33	118
11	13	65485103	65486134	47	664
11	29	65512989	65513649	44	185
11	26	65525179	65527427	110	945
11	16	65538750	65540191	48	871
11	12	65545059	65545525	16	169
11	22	65546368	65547267	62	263
11	20	65568924	65569611	31	386
11	13	65575861	65577076	54	452
11	16	65592000	65592613	22	390
11	19	65593254	65594729	72	713
11	11	65607198	65608042	27	356
11	13	65631608	65632593	30	751
11	73	65636015	65637588	183	975
11	17	65643446	65644325	40	146
11	12	65648604	65648995	17	223
11	20	65649969	65651055	41	390
11	11	65658333	65658892	16	381
11	29	65746501	65747168	39	384
11	32	65791913	65792847	59	621
11	15	65806442	65807052	22	231
11	19	65835823	65837701	73	213
11	16	65851076	65853164	85	1476
11	16	65860274	65861110	41	538
11	17	65868842	65869506	30	267
11	21	65871797	65872679	40	321
11	12	65894980	65895940	35	345
11	15	65895997	65897135	36	431
11	14	65910085	65910670	23	337
11	15	65912976	65913335	19	212
11	12	65932396	65932905	21	192
11	11	65942106	65942560	16	130
11	49	65945586	65946205	63	201
11	13	65954031	65954625	20	141
11	19	65962314	65963680	60	858
11	18	65967518	65968163	29	283
11	39	65977813	65979135	64	646
11	17	66003386	66005140	77	496
11	23	66034387	66035225	44	275
11	12	66116489	66117486	32	422
11	15	66125947	66126789	25	139
11	18	66139958	66141517	79	411
11	75	66161727	66163909	218	1516
11	21	66170611	66171082	30	235
11	11	66202423	66202879	18	162
11	21	66218578	66219181	33	311
11	20	66233565	66234222	38	460
11	16	66243746	66245130	52	631
11	14	66267262	66267991	29	342
11	52	66313179	66314178	99	493
11	15	66357986	66358782	23	525
11	14	66366987	66367934	47	480
11	14	66382430	66385636	79	1415
11	12	66404646	66405546	35	146
11	23	66415740	66416729	53	525
11	13	66429770	66430819	38	438
11	11	66452880	66453467	20	284
11	25	66457137	66458436	71	693
11	20	66458930	66459996	55	618
11	22	66460186	66461869	65	494
11	29	66473803	66474726	58	510
11	14	66476059	66476490	20	210
11	13	66482184	66483492	42	276
11	11	66491397	66492682	40	496
11	35	66493555	66495799	121	1454
11	11	66497862	66498603	24	594
11	12	66530503	66531135	22	207
11	47	66545570	66547582	108	986
11	21	66577882	66580766	128	1207
11	13	66601198	66601869	27	370
11	34	66602242	66602967	58	271
11	15	66605480	66606542	45	261
11	11	66689392	66690176	31	637
11	11	66705688	66706597	26	567
11	11	66763583	66764256	26	459
11	14	66786638	66787217	24	228
11	16	66795244	66796119	29	715
11	11	66812056	66813261	47	246
11	11	66836626	66837453	27	131
11	25	66841063	66842129	54	713
11	12	66875097	66876046	26	241
11	20	66878253	66880347	61	511
11	118	66880358	66881722	224	658
11	21	66898014	66899188	52	256
11	20	66902871	66904276	66	871
11	18	66906562	66907074	24	145
11	12	66915358	66916254	29	279
11	21	66951999	66953637	54	393
11	16	66987996	66988488	22	196
11	14	66993306	66993808	24	262
11	22	67028969	67030567	79	1255
11	11	67031826	67033172	37	432
11	18	67130578	67131114	28	324
11	11	67153240	67154289	36	212
11	15	67533542	67535322	72	899
11	15	67535847	67537089	59	501
11	18	67537123	67537894	43	244
11	30	67537931	67539601	99	553
11	11	67540254	67541863	48	743
11	19	67544457	67545114	35	311
11	13	67562853	67563725	25	161
11	13	67645135	67646632	42	1217
11	11	67646892	67647521	23	365
11	21	67781444	67782065	33	195
11	11	67795133	67796835	52	1207
11	20	67821693	67822339	32	264
11	68	67836950	67839888	213	1224
11	16	67877962	67879103	50	683
11	12	67907837	67908445	20	285
11	22	67983843	67984625	44	290
11	18	67995228	67995968	27	593
11	19	68062114	68062272	20	11
11	19	68281645	68281933	20	141
11	15	68363155	68363977	33	271
11	69	68381041	68382346	118	690
11	19	68427441	68428376	47	416
11	12	68532446	68533533	25	500
11	12	68568146	68568980	26	271
11	11	68607016	68607437	15	256
11	15	68625430	68626020	24	181
11	21	68646514	68648363	79	355
11	13	68655138	68655941	22	656
11	12	68662189	68662963	25	373
11	11	68668159	68669341	32	524
11	15	68820658	68822251	57	146
11	14	68825448	68826321	38	541
11	17	69160183	69161129	39	425
11	12	69162479	69163586	41	494
11	11	69167213	69167552	15	192
11	11	69199158	69199653	18	215
11	13	69209749	69210181	16	191
11	18	69224226	69225094	36	482
11	32	69414621	69415746	52	492
11	12	69471869	69473503	49	545
11	35	69682895	69684297	114	970
11	14	69726583	69728451	63	1178
11	19	69756703	69758393	60	653
11	12	69921399	69922590	40	162
11	15	69922886	69923827	32	783
11	14	70173880	70174678	25	303
11	26	70236007	70236674	40	317
11	21	70629532	70630421	50	625
11	20	70687770	70688701	42	430
11	28	71065254	71065552	34	151
11	14	71316830	71317885	60	194
11	12	71325255	71326339	33	497
11	33	71388059	71388770	51	250
11	19	71468139	71469828	62	1417
11	20	71490997	71492884	66	1165
11	22	71499688	71501898	92	1186
11	11	71532624	71533185	17	217
11	18	71533819	71534233	25	233
11	11	71562947	71563366	14	222
11	11	71572003	71572523	18	270
11	13	71802772	71803389	25	282
11	19	71822207	71823682	67	1103
11	11	71835494	71836818	47	748
11	15	71859778	71860592	29	417
11	21	71860661	71861908	57	951
11	11	71861937	71862640	23	426
11	18	71870783	71871394	32	286
11	16	71872127	71873408	38	470
11	26	71899696	71900490	44	556
11	21	71909559	71910186	33	260
11	14	71922746	71924394	62	473
11	147	71926256	71926978	153	575
11	28	71958416	71960681	115	427
11	11	71987301	71988066	19	366
11	11	72125055	72125913	30	182
11	18	72181710	72183138	77	817
11	13	72201391	72204223	103	1851
11	19	72220143	72220795	29	176
11	11	72229394	72229881	17	176
11	15	72237298	72237970	23	455
11	15	72559855	72560574	30	442
11	12	72566460	72567114	16	409
11	15	72630996	72631690	27	463
11	15	72646046	72646784	33	157
11	22	72657556	72658087	40	301
11	11	72660622	72661288	22	187
11	35	72671726	72672520	55	370
11	14	72678129	72678573	20	140
11	17	72695840	72698112	77	302
11	12	72739775	72740219	17	297
11	17	72765736	72766216	26	194
11	15	72782169	72782685	24	243
11	11	72867463	72868304	21	141
11	11	72894569	72895145	16	429
11	12	72986598	72987675	44	733
11	15	73014435	73014782	17	143
11	16	73149612	73150413	34	399
11	27	73167489	73168784	77	876
11	32	73176134	73177247	75	775
11	44	73264874	73266424	122	763
11	12	73319701	73320484	26	484
11	16	73352703	73353373	30	461
11	15	73371558	73372506	37	209
11	18	73497936	73498314	20	231
11	14	73527033	73528634	42	417
11	14	73545086	73546317	36	841
11	17	73558894	73561607	94	843
11	17	73644349	73644856	24	298
11	60	73656384	73658993	202	1820
11	35	73676705	73677470	58	288
11	13	73760386	73760742	16	111
11	11	73762379	73762794	15	237
11	17	73787091	73787792	45	333
11	28	73807062	73807785	43	328
11	16	73830802	73832351	40	1150
11	17	73837874	73838466	26	310
11	12	73842074	73842388	15	134
11	12	73881543	73882765	46	120
11	29	73980492	73982401	108	1310
11	12	74060256	74060755	21	292
11	13	74060896	74063022	86	846
11	65	74080281	74081134	103	364
11	45	74084291	74086882	145	1452
11	11	74087570	74087844	12	127
11	13	74091009	74091667	23	169
11	13	74115222	74115692	19	216
11	15	74128376	74129059	24	267
11	35	74143216	74144259	69	519
11	12	74318379	74318891	17	243
11	15	74411161	74412297	27	609
11	16	74461804	74462202	18	145
11	32	74582448	74583198	42	524
11	13	74602987	74603447	18	213
11	22	74637280	74637724	27	210
11	11	74714722	74715371	17	247
11	11	74728818	74729753	31	646
11	12	74760631	74761335	23	463
11	11	74773147	74773820	27	137
11	26	74774476	74775006	43	255
11	193	74776888	74778208	323	655
11	25	74787869	74788904	57	291
11	11	74840173	74840600	16	143
11	12	74884869	74885455	24	338
11	27	74886277	74889148	130	1918
11	15	74895790	74897323	46	1368
11	19	74920808	74921680	32	401
11	13	74922867	74923523	28	215
11	22	74925531	74926353	46	399
11	12	74936094	74936877	22	342
11	12	74947735	74948152	19	235
11	13	74950539	74952210	56	937
11	11	74954140	74954605	16	254
11	28	75062334	75062974	40	409
11	13	75078437	75078889	17	227
11	12	75078936	75079662	28	229
11	11	75094767	75095347	20	351
11	12	75186512	75186865	15	129
11	14	75191674	75192316	24	410
11	50	75201742	75202661	89	228
11	72	75202847	75204248	142	619
11	12	75374310	75374909	18	145
11	23	75540576	75541564	45	358
11	20	75596132	75596728	36	269
11	37	75622340	75625693	220	2270
11	14	75626487	75627695	42	244
11	20	75654496	75656149	94	652
11	34	75657883	75659595	95	1444
11	38	75683413	75684302	61	658
11	13	75707210	75708090	31	461
11	11	75710066	75710559	15	232
11	12	75711285	75711693	15	146
11	11	75769708	75770861	37	167
11	16	75832691	75834098	56	868
11	301	76089897	76091996	475	1276
11	18	76110008	76111111	30	610
11	25	76140410	76141969	75	1221
11	21	76157965	76161471	140	677
11	26	76169904	76172382	113	1862
11	19	76172612	76173405	41	392
11	14	76195894	76196409	21	351
11	11	76198884	76199352	19	226
11	103	76211915	76213502	213	1210
11	121	76299002	76300724	234	898
11	20	76308183	76309222	40	574
11	216	76392449	76393518	321	473
11	43	76435294	76436830	89	1119
11	24	76442357	76443128	43	600
11	17	76479824	76480258	26	178
11	13	76501936	76502578	18	389
11	11	76577077	76577521	18	107
11	34	76698234	76698888	60	450
11	15	76796317	76796793	18	144
11	18	76947057	76947628	25	202
11	33	76948218	76949221	63	697
11	16	76990854	76991682	33	411
11	27	77025832	77027238	67	633
11	15	77030819	77031361	19	266
11	11	77209091	77210481	33	405
11	18	77382906	77384233	69	524
11	15	77388718	77389361	27	305
11	11	77413115	77413498	19	137
11	12	77425402	77426525	34	652
11	87	77428112	77429417	161	768
11	20	77429499	77430121	36	358
11	22	77434782	77435373	30	206
11	55	77439522	77440486	89	397
11	31	77468355	77468991	53	184
11	21	77527238	77529225	79	1108
11	14	77533381	77533748	19	132
11	11	77577010	77577664	24	411
11	66	77605326	77606419	101	465
11	11	77617007	77617831	24	201
11	14	77805486	77806216	24	288
11	19	79686478	79687545	50	302
11	40	79718602	79719494	65	597
11	16	79974957	79975623	26	417
11	12	79976497	79977219	22	278
11	15	79982209	79983140	30	609
11	114	80008577	80009959	211	618
11	26	80086918	80087892	44	613
11	14	80087936	80088990	42	731
11	11	80089004	80089557	18	406
11	12	80115885	80116832	24	329
11	26	80244172	80245231	52	747
11	25	80248846	80251204	116	1976
11	24	80261858	80263052	54	298
11	12	80288146	80289512	40	185
11	33	80346939	80347723	56	389
11	295	80348513	80350544	585	953
11	14	80393991	80395096	39	418
11	14	80568659	80569090	22	190
11	120	81351489	81352125	171	373
11	11	82070742	82071368	17	347
11	42	82081096	82081702	67	255
11	11	82084189	82084997	27	350
11	16	82252782	82253363	32	266
11	13	82288199	82290650	77	2221
11	13	82294650	82295644	30	453
11	13	82315834	82316362	19	349
11	29	82401911	82402797	51	310
11	15	82422534	82423835	62	740
11	45	82439930	82441697	120	831
11	19	82460078	82461128	63	429
11	21	82481291	82482452	48	375
11	16	82544494	82547293	108	718
11	23	82581387	82583746	83	839
11	12	82629877	82630508	18	281
11	12	82646485	82646856	16	224
11	19	82673738	82675753	86	1395
11	12	82848285	82848914	22	326
11	11	82955312	82956102	29	458
11	41	82960926	82963963	154	2504
11	11	82972260	82973133	27	505
11	36	83099638	83100576	96	419
11	11	83112531	83113827	42	174
11	81	83162327	83163734	170	785
11	13	83204429	83205753	42	824
11	18	83442184	83443629	39	855
11	38	83463427	83463579	39	5
11	14	84558865	84559530	25	191
11	47	84872513	84873022	76	239
11	13	84983901	84984573	22	220
11	35	85016499	85018211	141	1210
11	14	85035518	85037367	59	1198
11	16	85053523	85054626	41	258
11	15	85232964	85233515	27	221
11	12	85233778	85234222	17	175
11	21	85243224	85244029	30	475
11	20	85430493	85431059	27	250
11	33	85441092	85442512	76	618
11	15	85451723	85453400	48	831
11	22	85456792	85458789	115	1068
11	13	85478058	85478972	34	373
11	19	85489681	85491223	63	1001
11	12	85495799	85496482	20	212
11	22	85531652	85532417	46	404
11	13	85546220	85547084	30	481
11	295	85547093	85548778	531	509
11	43	85548813	85549925	104	497
11	11	85549972	85551413	54	1062
11	28	85560878	85562209	74	761
11	43	85562319	85563731	144	525
11	50	85563731	85566622	170	1649
11	23	85571622	85572872	67	266
11	229	85581545	85582946	349	722
11	20	85584471	85585536	69	560
11	54	85586154	85586787	75	239
11	13	85606446	85607798	37	865
11	13	85618636	85619200	20	387
11	25	85632448	85634334	99	892
11	55	85690304	85691559	98	504
11	13	85827076	85827883	28	490
11	658	85830059	85832097	979	1226
